,word_guesses,first_pass,solution_words,solution
1108,,[Quelli di salvataggio sono in ogni nave] E [Una verde lucertola] NE,Salvataggio;lucertola;Salvataggio;lucertola,Salvataggio lucertola
1109,,Navigatori Aiuti Riparanti DI Passeggeri DI Passeggeri S GN IC Audace ardimentosa,,Navigatori Aiuti Riparanti DI Passeggeri DI Passeggeri S GN IC Audace ardimentosa
1110,,Picais,,Picais
1111,,Fino a,,Fino a
1112,,RIN Carlo Alberto,,Rin
1113,,Pronome personale Serve a fare il filo RI Soggiorno RG Po,,Pronome personale Serve a fare il filo RI Soggiorno RG Po = Pronome personale Serve a fare il filo RI Soggiorno RG Po
1114,,Lotto,,Lotto
1115,,Parigi,,Parigi
1116,catene;di;Aladdin,C catene di E V Aladdin,Catene;devialadìn,Catene devialadìn
1117,,U nato R pedine,Una;Torpedine;;U;na;to;Ripedine;;U;na;to;Ripedine,Una Torpedine
1118,,MISS,,Miss
1119,Poe;mitre;mostre,Poe mitre mostre,Poem;tremo,Poem tremo
1120,,Sassano (una provincia pugliese) Sale (uno storico gemello) Lett (Facile a scattare) TT (Opposto all'est) I,Sassan;osale;letttiti;Sassan;osale;letttiti;Sassan;osale;letttiti;Sassan;osale;letttiti;Sassan;osale;letttiti;Sassan;osale;letttiti;Sassan;osale;letttiti;Sassan;osale;letttiti,Sassano Sale Lett TT I
1121,,VE briscola P amici,Vebris;colapami,Vebris colapami
1122,,[Macchiati d' olio] P [In che luogo?] [Monarca che suona] [Preposizione che ha valore di compagnia] [Il bis di Edoardo],,
1123,cardi;anatre,cardi G anatre C C E,Cardigan;a;trecc,Cardigan a trecc
1124,,[Una preposizione intermedia] PP OL [Lo è il viso del leale] PI,Un viso;del;leale,Un viso del leale
1125,,V UL navi S tinto,Vulnavi;stinto,Vulnavi stinto
1126,Ovata;Fossa;con,Non Ovata Fossa C con E,Nono;va;tassoccone,Nono va tassoccone
1127,Pan;maranta;Ias,Pan IN maranta T T Ias,Panini;marantati,Panini marantati
1128,,divinità Williams,,divinità
1129,,Piedistalli LI CA ovale Dea V I portante,,Pietra
1130,,Hugh del grande schermo,Hug;Hew;in;Carducci,Hugh del grande schermo
1131,,ACC acriso,,Accrescere
1132,,[Non ne hanno le sfere] = cilindri,Cilindri;li;cà;siti stile,Cilindri li cà siti stile
1133,,RI fune spago Silvia L biette dello spaccalegna M P scacchiera Li T gheri,Rifunisci;fune;spagno;lisci,Rifunisci
1134,liste;Pan;dischi,TA liste I Pan T dischi,Talenti;si;pantdischi,Talenti si pantdischi
1135,,Warefare,War;fare;guerra;fare;Sisifo;si;si;si,Warfare
1136,Parigi;ali,COM Parigi OVI ali,Compari;gioviali,Compari gioviali
1137,,S O S pirati P remi,Sopirati;premi,Sopirati premi
1138,,O S pedali di S Messi,Opaliali;Dismessi,Opaliali Dismessi
1139,,[Siena l'ha grande...] = Siena,Siena;reeberna,Siena reeberna
1140,,[Sta per poco] = un,Unesi;riopiedi;da;tinto,Unesi riopiedi da tinto
1141,,PAS PERNANTE N RA BIS BIS TRO,Passe;gana;triste;un;triste;Passe;gana;triste;un;triste;Passe;gana;triste;un;triste,Passegna
1142,,S pie Garda NTE,Spiegare;grandate;Risente;rise,Spiegare grandate
1143,,FAV quadri napoletani SOS corsari,,Favolosi
1144,,TU misure di superficie,Misure;Nidodimensionale,Misure
1145,,TA Berna CO Spiaggia R,TA Berna;Cospiaggia,TA Berna CO Spiaggia R = TA Berna CO Spiaggia R
1146,,Mole,,Mole
1147,,A L biette dello spaccalegna si alza all' alba T fiaccole faci L P ACI,,Al biette dello spaccalegna si alza all' alba T fiaccole faci L P ACI
1148,navi;Padre,AR navi SEM Padre,Arnavi;Sempadre,Arnavi Sempadre
1149,,[Lo stende il tempo sulle cose] = colore,Colore;citavetira,Colore citavetira
1150,,[Come certe lacrime] L [Come certe lacrime] M M [Come certe lacrime] [Sono simili alle pernici] L [Ha foglie a freccia] P [Il dio con i calzari] I,Piogg;ai;lagni;ma;pioggia;pioppi;pi;opi;Piogg;ai;lagni;ma;pioggia;pioppi;pi;opi;Piogg;ai;lagni;ma;pioggia;pioppi;pi;opi;Piogg;ai;lagni;ma;pioggia;pioppi;pi;opi,Pioggia L pioggia M M pioggia Pio Pio
1151,,[Si succedono sul trono di San Pietro] LL [Provocano il mal di mare] LI [Tutti vorrebbero avere quello d' America] SO,,Papi
1152,cigni;Ci;parasta,cigni A Ci parasta NA,Cigni;aciparasta,Cigni aciparasta
1153,nonna;asta;orata,Un nonna M asta M orata,Un;nonna;mastorata,Un nonna mastorata
1154,,Barete (troppe quelle vaticane) Maya LL (uosa pennuta) TI,,Barete (troppe quelle vaticane) Maya LL (uosa pennuta) TI = Barete (troppe quelle vaticane) Maya Llama
1155,orsi;rete;timoni,T orsi A rete S timoni,Torsiare;testimoni,Torsiare testimoni
1156,attori;cesta;indagano;abbaio;attori;cesta;indagano;abbaio,P I attori C cesta,Piatto;riccesta;;Risiona;indagano;Piatto;riccesta;;Risiona;ind,Piatto riccesta
1157,,gio Gabrielle bar LE,Gio;Gabrielle,Gio Gabrielle
1158,,S T U amare i liti,,Stupare
1159,ode;violino;alone,F ode R violino N T alone,Fodero;violinon,Fodero violinon
1160,,in DI creditori L con clave,Indico;di;creditori;Setter;di;setter,Indico di creditori
1161,,[Il giorno... nelle ricette] = Gi,Gifusissimo;showman,Gifusissimo showman
1162,Pi;corda;densa;Pi;corda;densa;Pi;corda;densa;Pi;corda;densa,Pi L I corda L E densa,Pilicorda;ledensa;;Pilicorda;ledensa;;Pilicorda;ledensa,Pilicorda ledensa
1163,,P Sumeri L chili,Psum;erilichi,Psum erilichi
1164,,cumuli,Conclave;differito,cumuli
1165,,[I... pallidi dei western] T [C'è quella sopraccigliare] N Z [Ha foglie a freccia],,
1166,Parodi;sala;pochi,S Parodi R E sala P pochi,Sparodirese;sa;pochi,Sparodirese sa pochi
1167,,Uomini (Affrontano gli oceani) (Aletto) M (A volte non si... vede!) T A,Un;un;menoletto,Uomini (Affrontano gli oceani) (Aletto) M (A volte non si... vede!) T A = Uomini (Affrontano gli oceani) (Aletto) M (A volte non si... vede!) T A
1168,,I S pirati C armi,Ispirati;carmi,Ispirati carmi
1169,,AE colpevole CH a destra guardando il nord C distributore di turno R RA,Accu;le;le;le;distrib;utore;Accu;le;le;le;distrib;utore = Acculele,AE colpevole CH a destra guardando il nord C distributore di turno R RA = Accuse colpevoli
1170,,CO L cibi sono indigeste!,,Cibi
1171,cose;compasso,F I cose NG compasso,Fico;segnacampasso,Fico segnacampasso
1172,,TA Roma [Li usa il pittore] M B I [Un fianco del bacino] TO,Taromalia;Umanitario,TA Roma li usa il pittore M B I un fianco del bacino TO
1173,sparatello;ceneri;triste,T sparatello N ceneri triste TO,Sparatello;ceneri triste,Sparatello ceneri triste
1174,,TA Mossiere Il titolo di Artù,Sei sette,TA Mossiere Il titolo di Artù = TA MOSSIERE
1175,,E R RICISTA,Errico;Stassocia;t;A Tri;N S A Venuti,Errico
1176,,Ragniole in un' isola francese,Ragniole;in un'isola francese,Ragniole in un'isola francese = Ragniole
1177,,[È simile all' ics] = ci,Cimessi;dows,Cimessi dows
1178,,I pettiro,I;pettiro;';per;(;cane;';per;(;cane;';per,I pettiro per
1179,,G R armature T O R pedine,Gramar;utertopede,Gramar utertopede
1180,,[Fu caro a Leopardi nell'Infinito] = amare,,amare tese piano
1181,,TI [Tutt' altro che benevola] N [Comunica con l' esofago] [Triregni] T E,,
1182,,[Macchiati d' olio] P O D [Fanno trine in tre] OC [Liquefatto],,
1183,,SIG [La scrive l' assente] = SCI,Sci;Ci,Sci Ci<|end|><|endoftext|>
1184,,NON nuoto L Z O le frequentano i fedeli lavora in profondità,Non;nu;ostool;le;f;frequentano;i;fedeli;Non;nu;ostool;le;f;frequentano;i;fedeli;;Non;nu;ostool;le;f;frequentano;i;fedeli;;Non;nu;ostool;le;f;frequentano;i;fedeli;;Non;nu;ostool;le;f;frequentano;i;fedeli;;Non;nu;ostool;le;f;frequentano;i;fedeli,Non nuotolzo le frequenti i fedeli lavora in profondità
1185,,file M attese giorno ALE,File;matteesegno,File matteesegno
1186,rafficone;nei;campioni;pettine,T rafficone R nei B campioni pettine DI,Trafficone;re;neibampetti,Trafficone re neibampetti
1187,,PAS PIANO,Passer;un;vaso;piattino;Passer;un;vaso;piattino;P;a;sei;piattino;P;a;sei;piattino;P;a;sei,Passeggero
1188,,[Vale... dentro] = all,Alla;saleta;la;tana;Alla;saleta;la;tana;Alla;saleta;la;tana;Alla;saleta;la;tana;Alla;saleta;la;tana,All sala teca E santa A esercizio O
1189,Roma;dove;est;naufragio;dove;est;naufragio;dove;est,Roma NZ dove RI est,Romanzo;de Rique;;Naufragio;de Rique;;Naufragio;de Rique,Romanzo de Rique
1190,centauri;Oedipus;sì,Icaro R T Osi,Otto;Icaro;R T;Oedipus R;Icaro;R T;Oedipus R,Icaro R T Osi = Icaro R T Osi
1191,,CO PER,una;due;tre;quattro;cinque,Copertura
1192,,Tassinari N T risolse l'enigma della Sfinge,Sei,Tassinari N T risolse l'enigma della Sfinge = Tassinari N T risolse l'enigma della Sfinge
1193,,Isobel ZI O,,Isobel ZI O
1194,,TRAPANI,,Trapani
1195,api;Oscar;Tommaso,C api Oscar S TI Tommaso,Capi;po;sartigiano,Capi po sartigiano
1196,orsi;Re;Irene,T orsi A Re Irene E,Torsiar;eirene,Torsiar eirene
1197,,Sassano (Una provincia pugliese) lascia (Lo si lascia di mancia) LE (Attori popolari) Gange (Fiume dell' India) E,,Sassano lascia
1198,,CA [La scrive l' assente] = manoscritto,Manoscri;Tocco,manoscritto culto
1199,,CO COScienza,Cocci;scansiona;scealone,Coscienza
1200,,L'antenata RI sorella F reste UO antiruggine SI,,L'antenata RI sorella F reste UO antiruggine SI = L'antenata RI sorella F reste UO antiruggine SI
1201,,SE con O nautica Giura di dire tutta la verità S S O le Indie A S frati,Se cono nautica giura di dire tutta la verità;Se;cono;na;uatica;giura;di;dire;Se;cono;na;uatica;giura;di;dire;Se;cono;na;uatica;giura;di;dire;Se;cono;na;uatica;giura;di;dire;Se;cono;na;uatica;giura;di;dire;Se;cono;na;uatica;giura;di;dire,Se cono nautica giura di dire tutta la verità
1202,arbusti;Ceca;pane,P arbusti N Ceca M pane,Parbusti;ncecamp;;R;i;s;o;l;vi;sì;;P;a;r;r;i;s;i,Parbusti ncecamp
1203,,DI debito N Soggiorno S,Dibito;bit;sorbetto,Dibito
1204,,VI (spada) MI (mano) L (manica),Vista;spada;mano;manica;Vis;spada;mano;manica,
1205,,Ecco la soluzione,Ecco;la soluzione;alla;alla;la;soluzione;della;la;soluzione,
1206,,O pini O nichel caccia NO piastre T I,Opinioni;chi;caciano;piastre,Opinioni chi caciano piastre T I
1207,,La nota fondamentale V O pilaf S bucanieri,,La
1208,12;ad;Panna,12 N ad S Panna NE,Dici;ne;spannane,Dici ne spannane
1209,Messico;somme,SOM Messico M somme,Sommessa;cosomme,Sommessa cosomme
1210,orso;Circe;casupola;gioco;gioco;gioco,orso C Circe LDE,Orso;Cicer;;Casupola;Cgioco;;Gioco;Cgioco,Orso Cicer
1211,,U N O [Non più... barbute] [Sinonimo di sabbia],Un;uno;sabbia,Un'uno sabbia
1212,,CA [Il nome dell'attore Mineo] = Enio,Enio;Dà<|end|><|endoftext|>,Enio DA
1213,calce;aria,COP calce aria SI,Copac;ceraria,Copac ceraria
1214,Gange;lì;sci,MON: Gange lì O sci,Monge;gelliosi,Monge gelliosi
1215,,Tesoro Natale Ripari CCE,Testo;Ronata;Lipo;Ripari;Testo;Ronata;Lipo;Ripari;;Testo;Ronata;Lipo;Ripari;;Testo;Ronata;Lipo;Ripari;;Testo;Ronata;Lipo;Ripari;;Testo;Ronata;Lipo;Ripari;;Testo;Ronata;Lipo;Ripari,Tesoro Natale Ripari CCE
1216,,salita DIC in sicuramente Volga RI,Salita;dici;sicuramente,Salita dici sicuramente
1217,,U Nodi Sipari,,Unodi Sipari
1218,,[I successori di san Pietro] L [Sono simili ai castori] N DY,,Papi L
1219,,[Se pesa duole] RA P [Pregiato caucciù] TI M [Giunte in coda a tutte] DI [Il fiabesco Babà],,
1220,,Rana,,Rana
1221,,D U Marocco si mette sul ricercato,DUM;amaricato,DUMAR
1222,,ME giustizia [Gli unguenti di bellezza] DI Siena LE,Giustizia;Dische,Me giustizia = Giustizia
1223,,PA PPA,,Pappa
1224,coperchi;patate;scafo;alice;coperchi;patate;scafo,RI coperchi patate S scafo R V alice,Ricoper;c;chiappet;ascario;Ricoper;c;chiappet;ascario,Ricoper c chiappet ascario
1225,con;temeraria;piangere,Cappuccino,Cappucc;inera;Cappucc;inera,Cappuccino
1226,,,Lata;van;Aiuto;aiuto;Aiuto;aiuto,Lata van
1227,barche;remo,A R barche ST remo,Arbaro;chestremo,Arbaro chestremo
1228,pazzo;violino;alone,S pazzo L violino N T alone,Spazzolov;intonale,Spazzolov intonale
1229,calici;pistola,L O calici pistola NI,Locali;cipistolani,Locali cipistolani
1230,,U Nodi TT viso del leale R invento V Babà delleMille e una notte G sciacalli affiorano I,Un;odiettivo;si;dolle;un;invento;per;vivere;Un;odiettivo;si;dolle;un;invento;per;vivere;0;0;0;0;0;0,Unodi TT viso del leale R invento V Babà delleMille e una notte G sciacalli affiorano I
1231,orsi;alici,B orsi E D alici,Borse;edali,Borse edali
1232,,A L cademone ANteo Liceo,,Ad esempio
1233,,A Formaggi F I le prolunga l'attesa,Forma;gi;fila,Formaggi F I le prolunga l'attesa
1234,anni;parola;spighe,P anni parola S spighe,Panni;parolaspighe,Panni parolaspighe
1235,,G la MO ur la santi VO,Glamour;lassanti,Glamour lassanti
1236,,sci U Parigi O R nidi al Federico ZA,Sciupar;i;giornid;al;Federico,Sciupar i giornid al Federico ZA
1237,,A archi è oggetto di culto RIF terreni per pomodori e verdure F I si dirigono con la pagaia D E alto titolo nobiliare NO,,Archeo
1238,re;Franco;Curia,T re Franco Curia NTE,Trefort;Cura;;,Trefort Cura
1239,,CO P P,Cop;po;pasta;t;pasta;Cop;po;pasta;t;pasta;Coperta;po;pasta;t;pasta,Cop
1240,,O vento NC coda,Over;ten;coda,Over ten coda
1241,odori;equo,B R odori ST equo,Brodo;risoletto,Brodo risoletto
1242,,MU si concludono un accordo,,MU si concludono un accordo
1243,remare;seme;remare;seme;remare;seme;remare;seme;remare;seme,A remare U seme,Are;mareuses;A;re;mareuses;A;re;mareuses;A;re;mareuses,Are mareuses
1244,,TR Ava (parente in cornice),Trapasso;passa;sati,Trapasso
1245,risata;ritornati;gioiosi,S risata ritornati M gioiosi,Srisa;taronati,Srisa taronati
1246,,Siamo fra le armi più odiose,,Siamo fra le armi più odiose
1247,anemone;per,AL anemone per TI,Alane;monopeti,Alane monopeti
1248,pere;colli;esperto,E S pere E N colli MIT esperto,Esperienza;collimite,Esperienza collimite
1249,,Aviatore,,aviatore
1250,,finta balia lama balia,Finta;ba;lama balia,Finta ba lama balia
1251,,NOCI,,Nocciola
1252,,E DIAZ fu quello della Vittoria,Ediaz;fu;quello;della vittoria,E DIAZ fu quello della Vittoria
1253,,Antagonisti in amore,Ant;onisti,
1254,,IN creme Natale Canti,Incrimine;re;canti,Incrime
1255,,C in,Cincina;Tucano;tac,Cin
1256,,Sciave (fumarie) bobina (ancora) corte (cortigiani) B R A (dimora) rami (preposizione) A,Sciame,Sciame
1257,,[Molto religiosa] CEN [L' argomento di laurea] GN O [Non più... barbute] SS [Captano le onde],,
1258,ghiaia;media;amica;acacia,TI ghiaia media LTR amica V acacia,Tigre;a;Iamaid;al;tram;acacia,Tigre a Iamaid al tram acacia
1259,contro;delta;Coco;contro;delta;Coco,L contro delta Coco,L;contro;delta;L;contro;d;al;tac,L contro delta
1260,corsia;vie,UO corsia L vie,Uocor;sialvie,Uocor sialvie
1261,,AN [Sofia Loren lo è per Alessandra Mussolini] [Si prende al porto] DO [È da bagno per il bagno] LI G [Corre la cristiana],Ananas;fritto;disfatto,Ananas fritto disfatto
1262,,[Molto devote] T [Lucertolone di un bel verde smeraldo] NE,Molto;devote;Un cane che corre;un cane che corre;Un cane che corre;un cane che corre;Un cane che corre;un cane che corre,Molto devote
1263,,Cofano A Tale,,Cofano A Tale
1264,,Bugie Tare Ristori S E,Bugie;tarelistori,Bugie Tare Ristori S E
1265,trave;sala;tristi,V trave RSA sala tristi T A,Vtrave;rassalata;rist;istituta,Vtrave rassalata rist' istituta
1266,,I S corsari [Lo è chi non è... out] NI,Iscorsa;ria,Iscorsa ria
1267,,[Se estera è importata] D E [Vanno a finire sulle pietanze!] MA [Quello competente giudica],Salse;ma;giudice,salse MA giudice
1268,valigia;Usa,STI valigia Usa TI,Stivali;già;usati,Stivali già usati
1269,sassate;rami;sassate;rami,B sassate rami C I,Bassa;Sartre;;R;i s;ona;tate;Bassa;Sartre;;R;i s;ona;tate,Bassa Sartre
1270,cotte;ria,Cl cotte G ria,Clot;te;greia,Clot te greia
1271,,Sassano gracidano Liesolo RO,,Sassano gracidano Liesolo RO = Sassano gracidano Liesolo
1272,,pere O DO qui conti diavolo,Pereo;conti diavolo,Pereo conti diavolo
1273,,,Divano;Rifossa;C;Accaioni,Divano Rifossa C Accaioni
1274,,Toscana Asi Rasi,Tosca;na;asirasi,Toscana Asi Rasi
1275,okra;il;capi,C okra NSI il capi,Col;kansilapichi,Col kansilapichi
1276,arti;totem;toghe,P arti totem R toghe SE,Partito;metrotoghe,Partito metrotoghe
1277,,Cotta NT malva T,Cottan;malvat;Cottan;malvat;;Cottan;malvat;;Cottan;malvat;;Cottan;malvat;;Cottan;malvat;;Cottan;malvat;;Cottan;malvat;;Cottan;malvat;;Cottan;malvat,Cotta NT malva T = Cotta NT malva T
1278,,DI palma LE,,Palma
1279,,ACCARE,=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità;Carità;=;Carità,Accare
1280,,,Foglie;come;te;code;o;per;ad;afferitunerario;Foglie;come;te;code;o;per;ad;afferitunerario;;,
1281,ossi;stato;ossi;stato;ossi;stato;ossi;stato;ossi,B R ossi ME stato,Brossi;mestato;;Brossi;mestato;;Brossi;mestato;;Brossi;mestato,Brossi mestato
1282,api;Cola;pedine,U N api C Cola T O R pedine,Una;piccola;torpedine,Una piccola torpedine
1283,,Scrivere,,Scrivere
1284,ali;tede;pino,M ali T tede DI pino,Malite;di;pino,Malite di pino
1285,,Ufficio,,Ufficio
1286,,FI N [Forti quadrupedi] M [Cammina in modo goffo] [Collinetta sabbiosa] CO [Effimere tracce] N [Sono alle spalle degli alpini] Q U A,Fin;italiano;m;uno;liscio;linare;Fin;italiano;m;uno;liscio;linare,
1287,,Piante con aculei N Babà... immangiabile I N armi primordiali,Cardin;bi;ancona,Piante con aculei N Babà... immangiabile I N armi primordiali = Cardi
1288,,Sotto,S;o;sotto,Sotto
1289,,[Tra Ludwig e Beethoven] = van,Vandalo;Lipuniti,Vandalo Lipuniti
1290,medi;pialla;come;come;pialla;come;come;pialla;come,Non medi NG pialla,Non;m;ingiulla;R;isiologica;R;isiologica,Non m'ingiulla
1291,,P Totò sale NNO,Potato;sol;anno,Potato sol anno
1292,,COM Pagina,,Composta
1293,,DO vestire la moglie e spogliare il marito,D;Oste;Ritolta;Mando,Donare
1294,,,Artisti;stipin;Lesa,
1295,piante;colomba,S piante RN colomba,Spiante;RNcola,Spiante RNcola
1296,,Quinto,,Quinto
1297,,Alba (il punto in cui albeggia) = Alba,Alba;Bibbia,Alba Bibbia<|end|><|endoftext|>
1298,sala;Toro;odori,In sala T Toro M odori,Insalata;to;morodori,Insalata to morodori
1299,,COM Cali,,Comali
1300,,Colt,,Colt
1301,,ER gichero S aperto LL epoca pagaia L E gabbie,E;rgi;chio;saperto;leggibe,Ergicòro
1302,,la I pisello NA,Lapis;lena;;Pigna;stella;;Vino;stella,Lapis lena
1303,tetri;rivali;pari,R E tetri rivali pari RA,Retri;rivali;pari,Retri rivali pari RA
1304,,TA Italia CO arnesi il giorno più breve E V,TAitalia;carnesi;TAitalia;carnesi,TA Italia CO arnesi il giorno più breve E V = TA Italia CO arnesi il giorno più breve E V
1305,,AS [Indica... quanto man ca] = come,come,come<|end|><|endoftext|>
1306,,[Equivale a... à la page] C [Puledri di latte] B [Raganelle verdi] S [Preposizione... divisoria] [Arnesi dei mietitori] ON E,Equivalare;ad alpacce,Equivalare ad alpacce
1307,Po;aromi;lati,Po M aromi P E lati,Pomaromi;pelati,Pomaromi pelati
1308,,DI GNASTO,,Gnasti
1309,Willem;da;cacciatori,V I Willem da cacciatori N TE,Vivi;meccanicatori,Vivi meccanicatori
1310,,Mano Trio Giallo SS Nido A,Manotrio;giallo;sssnidopera;Manotrio;giallo;sssnidopera,Mano Trio Giallo SS Nido A = Mano Trio Giallo
1311,Apis;Ceca;Oristano,U N Apis C Ceca M AN Oristano,Una;piscace;manorista,Una piscace manorista
1312,,Tata Tata,,Tata Tata
1313,,Un altare per riti pagani T Po M P I Amore,,Un altare per riti pagani T Po M P I Amore = Altare per riti pagani T Po M P I Amore
1314,,[Si razionano durante le carestie] N [Preposizione che non lascia soli] DO [Un antiruggine],,
1315,Parigi;pine,con Parigi ROV pine,Conpari;girovine,Conpari girovine
1316,ali;leoni;Adone,V ali leoni Z I Adone VA,Valli;eolistiche;;R;i;s;o;l;vi;amo;questa;risoluzione;,Valli eolistiche
1317,,Muro Tato,Otto;metro,Muro Tato
1318,,Miserere (Miserere è l'opera verdiana composta per celebrare l' apertura del canale di Suez) bello (un bel... tipo singolare) D naso (si sentono col naso) E N T (divorati dal fuoco),MI;ser;bel;l;onniesent;MI;ser;bel;l;onniesent,Miserere bello D naso E N T
1319,Cipolla;pan;colato;canto;barile,,Cipo;laspancolato;alca;natali;Cipo;laspancolato;alca;natali;;Cipo;laspancolato;alca;natali;;;Cipo;laspancolato;alca;natali;;;Cipo;laspancolato;alca;natali;;;C,
1320,,I con S code partita,,I con S code partita
1321,,Afora,,Afora
1322,ossa;Maggio;nata,B ossa Maggio F FI nata,Bossa;magg;offina,Bossa magg offina
1323,rose;sa;retti,SAN rose S sa S T retti,SANROSE;sassi;stretti,SANROSE sassi stretti
1324,baino;medi;Cooper,C baino medi M A Cooper I,Cabain;ommediamente,Cabain ommediamente
1325,,Cigno (uccello venerato dagli Egizi) = cigno,Cig;neso;papparticolani;sosore;castorini;Cig;neso;papparticolani;sosore;castorini;;Cig;neso;papparticolani;sosore;castorini;;Cig;neso;papparticolani;sosore;castorini;;Cig;neso,Cig neso papparticolani sosore castorini NTI
1326,sassate;centesimi;rete,B sassate B centesimi N rete,Bassa;tesiminerete,Bassa tesiminerete
1327,,[È simile all' ics] = ci,Cipieramaster;Burla,Cipieramaster Burla
1328,Olim;gelsomina,V Olim gelsomina NTè,Voli;m;gelosine;;R;i;s;o;l;i;v;a;m;isi;onte;;C;i;s;i;o;n;t;e;;C;i;s;i;o,Voli m'gelosine
1329,,Ivi Natale Asi,,Ivi Natale Asi
1330,,Cisterna,,Cisterna
1331,sole;eco;clave,sole N N eco N clave,Sole;neoclave,Sole neoclave<|end|><|endoftext|>
1332,,[Famose quelle di Toledo] = lame,L;amedicina;per;il;dipino,Lame Di C I N ape RI LDI pino
1333,maestra;cioccolata,U maestra LIS cioccolata,Uma;esaltazione,Uma esaltazione
1334,,"AF amo (modestamente) [Soggiorno] R A [Nel poker, batte la doppia] [Illuminavano antiche cerimonie nuziali] LB I [Si può fare ad occhi aperti] [Produce pannocchie] IS [Fune, spago] NO",Afamoso;mod;est;si;gora;si;gonasi;si;si;gonosia;Afamoso;mod;est;si;gora;si;gonasi;si;si;gonosia;;Afamoso;mod;est;si;gora;si;gonasi;si;si;gonosia;;Afamoso;mod;est;si;gora;si;gonasi;si;si;gonosia;;Afamoso;mod;est;si;gora;si,Afamoso
1335,casse;tino;cane;cane;cane;cane;cane;cane,ME casse S tino,Meca;sestino;;Risca;necaneca;;Risca;necaneca,Meca sestino
1336,,Rane,Ranevare;indicare,Rane
1337,,A cartilagine R formica B ritornati al proprietario,Cinque;formica;ritornati;Cinque;formica;ritornati,Cartilagine
1338,,TA Berna filtra IN GH Ireland T poesie care a Carducci O salute,Tabella;filtrianghi;di;lettor;sale,TA Berna filtra IN GH Ireland T poesie care a Carducci O salute
1339,palla;avalanga;Lazzaro,palla GN avalanga MB I Lazzaro,Palla;valanga,Palla valanga
1340,piede;rosa,Pro piede B rosa,Propi;debetrosa,Propi debetrosa
1341,,Fattoria,,Fattoria
1342,,SA Persia R Rabat TA,,Saper
1343,,D E cavità R cola NTI,Decavi;taccolanti,Decavi taccolanti
1344,,L A biette dello spaccalegna N lavorano nell'ombra G esperti nel mestiere,Labiet;esplorazione,Labiet esplorazione
1345,scassino;barile;tini,scassino M barile V A N tini,Scassino;Mbarile,Scassino Mbarile
1346,ile;dita;ali,F ile SM dita DI ali,Fili;smiditadiali,Fili smiditadiali
1347,acceso;orma;Gino,G acceso SOF orma G Gino,Gacceso;soformagino,Gacceso soformagino
1348,,N Becca suola NI,Neccasuoli;ani,Neccasuoli ani
1349,,FOR [Sono alle spalle degli alpini] M [Tre re al presepe] N [Esperto nel mestiere],,Forale
1350,,ratto rivali D I,Ratto;Rivali;;Setter;Setter;;Setter;Setter,Ratto Rivali
1351,,[La parte illuminata del giorno] = sole,Sole;Messico,Sole Messico
1352,,Un quarto di quindici,Un;ca;tre;Un;ca;n;Un;ca;n;Un;ca;n,
1353,,Il Mineo del cinema,,Il Pro<|end|><|endoftext|>
1354,re;lago;coda;re;re;lago;coda;re;re;lago;coda;re,P re lago L coda L TA re,Prelag;golc;odalta;;Prelag;golc;odalta;;Prelag;golc,Prelag golc' odalta
1355,canoa;leva,V UL canoa leva TO,Vulcano;Aleutiano,Vulcano Aleutiano
1356,,Castorini N T pancina,,Castorini N T pancina = Castorini N T pancina
1357,,Lardo,,Lardo
1358,,TO scandalo P ornava la prua delle antiche navi,Tosca;n;Donat;Donati,To scandalo
1359,,[La terzultima nota] = mi,Mibasi;cignonati,mi basi cigno nati
1360,,[Si dice puntando il dito] = per,Pare;statobè,Pare statobè
1361,,CO P,Cop;si;pista;Cop;si;pista;Cop;si;pista;Cop;si;pista;Cop;si;pista;Cop;si;pista;Cop;si;pista;Cop;si;pista,Cop
1362,,Pedana dei pugili,Pedana;Hie,Pedana dei pugili
1363,cape;artista;ore,I N cape NTO artista L ore,Incapiente;un;artista,Incapiente un artista
1364,,Tirare Natale,Tirar;n;Ate;Tirar;n;Ate;T;IriarNatale;n;Ate;T;IriarNatale;n;Ate,Tirare Natale
1365,mostri;Efesto,T mostri ARU Efesto,Tmostri;aru;efesto,Tmostri aru efesto
1366,,Meryl Streep Natale Gelato Chad,Merilaster;Natale;';Gelato Chad,Meryl Streep Natale Gelato Chad
1367,lava;pialla;lati;maiali;sala;ile,lava R O pialla lati C I maiali E I N sala B ile,l;avaro;pialla;latici;mai;a;lienalibile,
1368,[,DI sudiciato (sudiciato) [Un polo terrestre] INE,,
1369,,"[Quello fra Roma, Berlino e Tokio veniva chiamato ROBERTO] N [Governava le russie] I M [Vano tra pilastri]",,
1370,,A D giunte in coda a tutte,,Aggiunte
1371,,Centro di spinta,Tener;un;amico,Tener un amico
1372,casse;rane;corni,casse N T rane C corni E,Cassinet;racorni,Cassinet racorni
1373,,Mico,Mico,Mico
1374,,,A;Fifi;MAPSE;Pi;Estrasie,
1375,con;ultime;pendenti;con;ultime;pendenti;con;ultime;pendenti;con;ultime;pendenti,con S ultime pendenti CI,Consulti;pendenti;;Consulti;pendenti;;Consulti;pendenti,Consulti pendenti
