,word_guesses,first_pass,solution_words,solution
1218,nono;ancora;per,nono N ancora SCO per TI,Nonon;ANC;ascoso;pectori,Nonon ANC ascoso pectori
1219,testi;diva;risi;paresi,testi diva risi paresi,Testi;di;vari;siparesi,Testi di vari siparesi
1220,nano;morsa,U nano NI morsa,Un;anonimo;russa,Un'anonimo russa
1221,per;iodio;dito,S per P iodio U dito,Sperpio,Sperpio oudito
1222,sfacciatamente;mora;ile,BA sfacciatamente M E mora B ile,Bafacca;temibile,Bafacca temibile
1223,olla;esili;coni,C olla N T esili coni C O,Collante;siliconico,Collante siliconico
1224,in;sardina,in VA sardina FFI,Invasardi;naffi,Invasardi naffi
1225,agave;in,V agave in T A,Vaga;vinta,Vaga vinta
1226,postino;nati,postino M I nati,Posti;nominati,Posti nominati
1227,spiedo;otri;tino,spiedo F I L otri ES tino,Sp;ieodilo;triestino,Sp ieodilo triestino
1228,risi;cono;Caco;sale,C risi E cono MI Caco LOS sale,Crisi;economica;colossale,Crisi economica colossale
1229,risi;divo;zio,C risi divo CA zio NE,Crisi;di;vocazione,Crisi di vocazione
1230,narice;ilare;telefono;ali;iene;isola,U narice TT ilare R telefono V ali G iene isola I,Una;ricetti;lar;altre;te;valigienise;ola;I,Una ricetti lar altre - te valigienise ola I
1231,prati;caci;codardo,prati caci codardo,Pratica;codardo,Pratica codardo
1232,rana;ori;acero,G rana I ori C acero,Granai,Granai oricacero
1233,Ra;Diana;cono,T Ra TT Diana cono MIA,Trattdi;ana;c;economia,Trattdi ana c'economia
1234,ami;cime;fata,ami cime fata,Amici;mefata,Amici mefata
1235,bach;siepi;odi,bach I O siepi S odi,Bachiosie;pisodes,Bachiosie pisodes
1236,ave;intere;medaglina;zie,ave R E intere S medaglina TI zie,Avere;interessate;dilatizie,Avere interessate dilatizie
1237,Erie;pero,VOL Erie pero SI,Volerieri;operosi,Volerieri operosi
1238,bar;scafi;re;tane,IM bar scafi R re L O N tane,Imbarca;fra;ferle;ontane,Imbarca fra ferle ontane
1239,re;automatico;chiaretta,P re SS automatico R chiaretta,Pressa;uti;macchiare,Pressa uti macchiare
1240,gallo;nero,gallo nero SSO,Gallone;rosso,Gallone rosso
1241,dea;miti,I dea miti A L E,Idea;militale,Idea militale
1242,prati;re;agli;Belgio,prati C A re agli Belgio CO,Praticare;agli;bel;gioco,Praticare agli bel gioco
1243,sonar;lima;more,sonar CO lima R more I,Sonarcoli;marmorei,Sonarcoli marmorei
1244,squadra;mina,squadra mina,Squadra;minima,Squadra minima
1245,lancia;sasso,lancia IN sasso TA,Lancià;in;sassa,Lancià in sassa
1246,lame;di;Cina;in;dispensa;Bi,lame di Cina in dispensa Bi L E,La;medicina;indispendibile,La medicina indispendibile
1247,star;re,Z star MO re,Zstar;mo;re,Zstar mo re
1248,alci;erosi,OR alci N erosi,Orali;cerosi,Orali cerosi
1249,Verona;costo;Dallas;arpa,BA Verona S costo Dallas C I arpa,Bavero;nascosto;dalla;sciarpa,Bavero nascosto dalla sciarpa
1250,in;credenza;ile;arma,in credenza B ile F arma CO,Incredenzabile;farmaco,Incredenzabile farmaco
1251,Pisa;mura,CA Pisa mura I,Capi;samurai,Capi samurai
1252,eredi;ha;rio;nate,OP eredi C ha rio S A N nate,Opere;di;Charlot;sannate,Opere di Charlot sannate
1253,Ra;zio;Sam;VI,G Ra zio Sam IS VI NE,Graziosa;miss;vine,Graziosa miss vine
1254,Alice;alberello;divi,C Alice C alberello divi NO,Calice;calbe;re;llo,Calice calbe re llo
1255,chiesa;Ra;dee,chiesa G Ra E dee D A,Chi;è;sagrà;edeé;d;è,Chi è sagrà edeé d è
1256,sarde;idolo,CAU sarde idolo RI,Causar;dei;dolori,Causar dei dolori
1257,catte;usa,B O C catte usa,Bocca;teusua,Bocca teusua
1258,attiva;scolari,TR attiva scolari,Tratti;vascolari,Tratti vascolari
1259,dama;coperte;Giove;ovile,dama S coperte N D AG Giove SC ovile,Damasco;per;tendaggio;vescovile,Damasco per tendaggio vescovile
1260,oche;oca;osa;ovoide,CI oche P oca C osa POC ovoide,Ciò;ch;è;poca;cosa;poco;voide,Ciò ch'è poca cosa poco voide
1261,unica;mina,T unica mina,Tunica;minamina,Tunica minamina
1262,Verona;otre;tino,PO Verona N otre N tino,Povero;nano;trentino,Povero nano trentino
1263,fa;Cile;indaco,fa Cile indaco FF,Facile;off,Facile off
1264,lobi;avi;giare;epe;colo,lobi B B I avi A G giare epe R I colo SO,Lobib;biavii;aggiareep;e;pericoloso,Lobib biavii aggiareep e pericoloso
1265,teda;eco;mici,S teda LI eco N O mici,Stedali;economici,Stedali economici
1266,pie;tocca;ale,I M pie G A tocca T ale,Impiegato;catale,Impiegato catale
1267,avari;turbina;osti,G R avari S turbina S C osti,Grava;risturbi;nascosti,Grava risturbi nascosti
1268,sol;aiuto;ori,sol L aiuto T ori CO,Solla;iutorio,Solla iutorio
1269,avari;Sordi,G R avari Sordi N I,Grava;risordini,Grava risordini
1270,pino;osa,PO pino NZI osa,Popi;nonziosa,Popi nonziosa
1271,faro;pere;dotti;ali,faro pere dotti ali,Far;opere;dottiali,Far opere dottiali
1272,maschere;are;avi;lenza,maschere M E N T are L avi O lenza,Mas;cherementar;el;violenza,Mas cherementar el violenza!
1273,spia;capace,spia LI capace,Spialica;pace,Spialica pace
1274,avi;dive,C HI avi dive R I,Chiavidiveri;mari,Chiavidiveri mari
1275,la;di;ali,C la di E V ali,Cladi;evilali,Cladi evilali
1276,Asti;Anco;Aretino,B Asti Anco N TR Aretino,Bastian;contraretino,Bastian contraretino
1277,mais;rana,SA mais ST rana,Sama;istrana,Sama istrana
1278,sarda;re,VER sarda BE re,Versar;da;bere,Versar da bere
1279,Fo;cavi;liana,Fo LI cavi R G I liana,Folicavi;rigiliana,Folicavi rigiliana
1280,est;aro,ON est aro TTA,Onesta;rotta,Onesta rotta
1281,vele;Idra;coni,N O vele GG Idra coni AN E,Nove;leggi;draconiane,Nove leggi draconiane
1282,Cap;attiva;teso;riso,Cap C attiva N teso R riso,Cappattivante;sorriso,Cappattivante sorriso
1283,tasti;carico;data,DA tasti RI carico R data,Data;storica;ricordata,Data storica ricordata
1284,api;cola;abruzzese,U N api C cola M AN abruzzese,Una;piccola;manabruzzese,Una piccola manabruzzese
1285,para;siciliane,para FRA siciliane T TI,Parafrasici;liane,Parafrasici liane
1286,remi;leone;tana,T remi leone N tana TI,Tre;mil;eonelatani,Tre mil eonelatani
1287,esca;collane;ossa,P esca R E collane G ossa,Pescare;colla;negossa,Pescare colla negossa
1288,amo;tra;colletti;scafi;usci,UN amo S tra colletti scafi usci T A,Una;mostra;collettiva;fiume,Una mostra collettiva fiume
1289,Pitt;resi;lista,Pitt O resi M BO lista,Pittore;simbolista,Pittore simbolista
1290,care;galee,GI O care galee V E,Giocare;galee;veve,Giocare galee veve
1291,ortica;nidi;laghetto,C ortica LZO nidi FU laghetto,Corti;calzoni;di;flangetto,Corti calzoni di flangetto
1292,aria;nei,F aria LO nei,Fari;aloneti,Fari aloneti
1293,Pitt;rea;ratto,Pitt O rea S T ratto,Pittore;astratto,Pittore astratto
1294,maniero;are,maniero S O F are,Manieroso;fare,Manieroso fare
1295,in;catino,in TRI catino DI,Intricati;nodi,Intricati nodi
1296,alga;neo;nato,P alga neo R DI nato,Palgane;ordinato,Palgane ordinato
1297,orto;nidi;lago,P orto nidi C A lago,Portoni;di;calagio,Portoni di calagio
1298,schede;Pan;aureole,TA schede I Pan T aureole,Tasche;dei;pantoufle,Tasche dei pantoufle
1299,Nati;tino,ME Nati S tino,Mena;tistino,Mena tistino
1300,driadi;Era,NO IO driadi T Era,Noiodi;radioter,Noiodi radioter
1301,Diana;ami,D Diana S ami,Ddi;ana;s;amami,Ddi ana s'amami
1302,edera;danza;Tampa,CHI edera LFI danza TO Tampa,Chieder;al;fidanzato;Ta;may,Chieder al fidanzato: Ta may?
1303,agave;rame;tela,P agave rame N tela UTA,Paga;veramente;lauta,Paga veramente lauta
1304,ari;lessi;ile,O R ari OF lessi B ile,Orario;flessibile,Orario flessibile
1305,asse;ile;nodi;boccino,C asse D ile G nodi CA boccino,Casse;di;legno;di;cabbino,Casse di legno di cabbino
1306,asso;Saba;Elle;ara;conta,SP asso Saba RZ Elle TT ara C conta T A,Spassosa;barzelletta;raccontata,Spassosa barzelletta raccontata
1307,lady;ora;mento,lady IO S ora PI mento,Ladyiosora;piantamento,Ladyiosora piantamento
1308,Pitt;ree;letti,Pitt O ree C letti CO,Pittore;eclettico,Pittore eclettico
1309,versi;nidi;morti,IN versi O nidi morti A,Inversioni;di;mortia,Inversioni di mortia
1310,Tirolo;talea;Io,PO Tirolo talea BET L Io,Potiro;lotta;l;ebetlio,Potiro lotta l ebetlio
1311,mici;avo;Ontario,O mici D avo L Ontario,Omicida;volonterio,Omicida volonterio
1312,capi;oche;iene;aro,capi T AN oche V iene DA LL aro TTA,Capitano;che;viene;dalla;rotta,Capitano che viene dalla rotta
1313,foro;cavi;ione,foro L I cavi S ione,Forolica;visione,Forolica visione
1314,operosa;in;in;azione,C operosa in CL in azione,Coperosa;inclinazione,Coperosa inclinazione
1315,asso;VI,SP asso VI RIE,Spassovi;ririe,Spassovi ririe
1316,scodella;etti,PA scodella N N etti,Pasco;dellaneti,Pasco dellaneti
1317,aro;tosa,PL aro N tosa,Plaro;ntosa,Plaro ntosa
1318,cast;ove;Tati,cast ELL: ove SI Tati,Castello;visitati,Castello visitati
1319,Papi;ogiva;enti,Papi R O L ogiva L enti,Papirologi;valenti,Papirologi valenti
1320,gas;nodi;pozzo,TA gas nodi C A pozzo,Tagasno;di;capozzo,Tagasno di capozzo
1321,lady;vela,lady IS vela TI,Ladyisve;lati,Ladyisve lati
1322,ripa,GA ripa,Gari;papa,Gari papa
1323,Acca;St. Pete;are,Acca DE St. Pete L IT are,Accadente;petilare,Accadente petilare
1324,stoino;pere,A stoino M pere,Astoi;nominate,Astoi nominate
1325,lidi;con;tracce;ove,V A lidi con tracce T T ove,Validi;contraccettove,Validi contraccettove
1326,ibisco;vate;esca,V ibisco DO vate D esca,Vibi;scodov;tedesca,Vibi scodov tedesca
1327,tra;marcia,tra marcia G I A,Trama;rciglia,Trama rciglia
1328,anice;gin;lidi;seri,P anice RI gin A lidi seri A L,Pani;ceriginali;di;serial,Pani ceriginali di serial
1329,ro;dotto;terno;lord,P ro dotto IN terno lord O,Prodotto;interno;lordo,Prodotto interno lordo
1330,Ra;zio;Sam;sesto,G Ra zio Sam IS sesto NE,Graziosa;miss;estone,Graziosa miss estone
1331,testa;para;ultime;ali,testa RA P para TI M ultime DI ali,Testar;apparati;multimediali,Testar apparati multimediali
1332,la;crema;viso,A la crema N viso,Alacre;manviso,Alacre manviso
1333,manopola;dita,PRI manopola E dita,Prima;nopola;edita,Prima nopola edita
1334,orme;di;cristazioni;capre,E N orme di cristazioni capre C O L O,Enorme;diceria;storico,Enorme diceria storico
1335,ranuncolo;edile;Giona,P ranuncolo N edile Giona RI,Pranunc;ol;legionari,Pranunc ol legionari
1336,baco;asso,TUR baco asso SA,Turba;coassosa,Turba coassosa
1337,parata;rei;pia;odi;Erato,S parata rei NU N pia NT odi SP Erato,Sparatare;in;un;pianto;disperato,Sparatare in un pianto disperato
1338,avidi;tacchi,GR avidi S tacchi,Gravi;distacchi,Gravi distacchi
1339,est;arpe;lessi,D est arpe R P lessi T A,Destar;perplessità,Destar perplessità
1340,pipe;siero;sieri;lessi,TI pipe N siero sieri F lessi VI,Tipi;pensierosi;e;riflessivi,Tipi pensierosi e riflessivi
1341,parete;radura,ZAP parete R radura,Zappare;terra;dura,Zappare terra dura
1342,case;lario;nati,case L lario R D I nati,Cellarior;dinati,Cellarior dinati
1343,federa;anice,federa FF anice SI,Fede;raffanicesi,Fede raffanicesi
1344,Ero;Idra;Pellico;etti;ari;arsi,Ero I C Idra P Pellico STR etti ari T IR arsi,Eroici;drappelli;costretti;a;ritirarsi,Eroici drappelli costretti a ritirarsi
1345,tactico;osa;in,tactico I osa F in E,Tatticoios;fine,Tatticoios fine
1346,asse;nata,BI asse PA nata,Biassepa;nata,Biassepa nata
1347,porci;sci,T O porci sci A,Toporci;scia,Toporci scia
1348,Magnani;Miami;coni,Magnani Miami coni,Magnanima,Magnanima aconi
1349,Sam;Diana;oche;remo,E Sam IN Diana P oche remo TE,Esaminar;dian;a;pochè;remote,Esaminar dian a' pochè remote
1350,orme;di;sesto,EN orme di S sesto,Enorme;dissesto,Enorme dissesto
1351,avidi;stria;rei,GR avidi S A stria E rei,Gravi;disastri;aerei,Gravi disastri aerei
1352,Ro;dotto;Vega,P Ro dotto Vega NO,Prodotto;vegano,Prodotto vegano
1353,riso;ile,N E riso B ile,Neris;obile,Neris obile
1354,tonto;redi;denti,S tonto redi P EN denti,Stontore;dipendenti,Stontore dipendenti
1355,eroina;dito,ALB eroina RI dito,Albero;inaridito,Albero inaridito
1356,oca;tori;mas;vello;peri,GI oca tori O R mas vello SU peri ORE,Giocatori;ormai;s;vellosu;periovere,Giocatori ormai s vellosu periovere
1357,passa;col;ad;tarme;dita,passa C col ad I tarme N E dita,Passaccolad;it;arme;nédita,Passaccolad it arme nédita
1358,manopola;randello,ULTi manopola DiPi randello,Ultima;nopola;di;Pirandello,Ultima nopola di Pirandello
1359,veli;vi;asso,B RE veli T I vi asso SO,Breve;livivia;sassoso,Breve livivia sassoso
1360,dive;are;nani,CA dive LL are nani A,Cadivell;arena;nania,Cadivell arena nia
1361,Ra;Diana;api;Urano;Ra,T Ra TT Diana LL api TT Urano ST Ra,Trattar;dall;apiti;uranosa;tra,Trattar dall apiti uranosa tra
1362,cose;bagni;con;erma,S cose bagni con F erma,Scebagnico;conferma,Scebagnico conferma
1363,pinna;osti,pinna S C osti,Pin;nascosti,Pin nascosti
1364,epe;colo;re;Ares;chiavi;D;ladro,epe R I colo SO re S T Ares chiavi D ladro G A,è;pericoloso;restare;schiavi;dalla;droga,è pericoloso restare schiavi dalla droga
1365,Diogene;coperte;ori,STU Diogene R I coperte N ori,Studio;generico;per;tenori,Studio generico per tenori
1366,su;sardina;nidi;tesa,su A sardina N nidi N tesa,Suasardi;nanni;d;intesa,Suasardi nanni d'intesa
1367,olmo;tea;pica,P olmo NI tea TI pica,Polmonite;atipica,Polmonite atipica
1368,trota;su,EVI trota su RE,Evitrota;sure,Evitrota sure
1369,trota;menti,EVI trota D I menti,Evitrota;dimenti,Evitrota dimenti
1370,mas;menta;telo;dio,mas menta telo dio,Mas;mentatelo;d;io,Mas mentatelo d'io
1371,Wellington;scola;etto,Wellington O RE scola GH etto,Wellington;orecolag,Wellington orecolag
1372,lepri;vena,U TI lepri vena GIO,Utile;privenagio,Utile privenagio
1373,aglio;in;Erie,SB aglio in VOL Erie,Sbaglio;involerie,Sbaglio involerie
1374,marcia;di;proiettile,marcia di proiettile,Marcia;di proiettile,Marcia di proiettile
1375,papi;onde;zio,papi LL onde LI zio SO,Papillon;delizioso,Papillon delizioso
1376,Cile;per;accia;filo;vaglia;cono;ceri;nidi;azza,EFA Cile per accia filo D I vaglia cono S ceri C A nidi R azza,è;facile;per;ac;ciafilo;di;vaglia;conoscer;i;cani;di;razza,è facile per ac ciafilo di vaglia conoscer i cani di razza
1377,Lussu;Saba,Lussu O Saba RCA,Lussuosa;barca,Lussuosa barca
1378,Boccia;rape;ante,Boccia T U rape S ante,Bocciatura;pesante,Bocciatura pesante
1379,la;pinna;Ural,la pinna T Ural E,Lapin;naturale,Lapin naturale
1380,Pitt;Reno,Pitt O Reno TO,Pittore;noto,Pittore noto
1381,messaggi;ori;tori;ari,messaggi T ori A U tori T ari,Messaggi;toriatori,Messaggi toriatori
1382,coperte;timoni,PA L coperte S timoni,Palco;per;testimoni,Palco per testimoni
1383,palla;trave;mici,BIS palla trave R IA mici,Bis pallat;fra;veri;amici,Bis pallat fra veri amici
1384,salice;osa,MOS salice NZI osa,Mossa;licenziosa,Mossa licenziosa
1385,asso;etti;orsi,C asso N etti S P orsi,Cassonetti;sporsi,Cassonetti sporsi
1386,ironiche;avena,A ironiche MI avena,Aironi;che;miavena,Aironi che miavena
1387,pinna;lidi;reti,pinna CO lidi M I NA reti,Pinnacoli;di;minareti,Pinnacoli di minareti
1388,sarda;rospi;orcio,PAS sarda VE rospi L orcio,Passar;da;vero;spilorcio,Passar da vero spilorcio
1389,cono;Miami;orata,E cono Miami G LI orata,Economa;migliorata,Economa migliorata
1390,spia;asce;avi;liana,spia LIC asce N avi RG I liana,Spialica;scena;virgiliana,Spialica scena virgiliana
1391,tuba;ras;parata,tuba T U ras parata TA,Tubatura;sparata,Tubatura sparata
1392,salvia;ali,AS salvia NT R ali,Assalt;viantrali,Assalt viantrali
1393,la;Lari;Era,la G N O Lari T Era,Lagnola;ritera,Lagnola ritera
1394,corta;dono,S corta dono RE,Scorta;d;onore,Scorta d'onore
1395,credenza;valore;ed;agli,credenza valore R ed I agli O,Credenza;val;Oreo;di;Aglio,Credenza val Oreo di Aglio
1396,viola;sali,viola sali SA,Viola;sala,Viola sala
1397,perso;lesa;oca,perso N A lesa NIT oca,Personale;sanitoca,Personale sanitoca
1398,pirati;Cina,S E pirati FA Cina,Se;pira;ti;fa;cina;ti;fa,"Se pira ti fa, cina ti fa"
1399,lady;sol;ut,lady OI N sol ut O,Ladyoin;soluto,Ladyoin soluto
1400,sacramento;urne,PAS sacramento T T urne,Passacre;montature,Passacre montature
1401,monella;dito,SI monella CI dito,Simon;ellacidito,Simon ellacidito
1402,losca;foca;marco,losca foca marco,Lo;scafo;cammaro,Lo scafo cammaro
1403,nero;cento;radio;Po;tori,U nero I cento E radio P Po SI tori,Un;eroice;toeradi;op;possitori,Un'eroice toeradi op possitori
1404,tre;uovo;Ontario,S tre N uovo L Ontario,Strenuo;volontario,Strenuo volontario
1405,legge;api;oche,legge R api U oche GI A,Leggera;piuo;chega,Leggera piuo chega
1406,Pi;asse;Ati,Pi N asse G N Ati,Pinas;seg;nativi,Pinas seg nativi
1407,in;Audi;testo;ed;la;lenza,in Audi testo RI ed la O lenza,Inaudite;storie;da;olenza,Inaudite storie da olenza
1408,al;dotto;oste;ile,P al dotto S oste NIB ile,Paldotto;sostenibile,Paldotto sostenibile
1409,medaglione,NIS medaglione,Nismed;agli,Nismed agli
1410,sacco;del;don,CO sacco del don,Cosacco;del;Don,Cosacco del Don
1411,tomo;tesi;azza,AU tomo tesi R azza TE,Automotesi;razziate,Automotesi razziate
1412,Diana;rosi,F Diana C O rosi,Fdi;Anac;rosiaci,Fdi Anac rosiaci
1413,tori;duna;rosa;torri,S tori E duna LTE rosa torri I,Storie;d;un;altero;sautori,Storie d'un altero sautori
1414,in;risotto;corta,M in IST risotto S corta,Ministri;sotto;scorta,Ministri sotto scorta
1415,basto;neve;vaso,IL basto neve S CO vaso,Il;bastone;vescovaso,Il bastone vescovaso
1416,caschi;ante,BOC caschi U M ante,Bocca;schiumante,Bocca schiumante
1417,faccia;mogia;conti;acero;odi;mani,faccia mogia I conti C acero N D odi D O mani,Facciamo;già;i;conti;cace;rondo;di;domani,Facciamo già i conti cace rondo di domani
1418,grano;dio,grano dio,Gran;odio,Gran odio
1419,arti;lario;ori,P arti CO lario D ori,Particolari;odori,Particolari odori
1420,arpe;caraffa;avi,F arpe C caraffa N GR avi,Far;paccara;fra;gravi,Far paccara fra gravi
1421,mento;fauni;Ra,LA mento fauni T E Ra,Lamentofa;unitera,Lamentofa unitera
1422,CT;some;saggio,CT I O some S saggio,Ctiomatico;sessaggio,Ctiomatico sessaggio
1423,capi;onda,capi LL onda T I,Capillon;dati,Capillon dati
1424,dama;coperte,dama S coperte NDE,Damasco;per;tende,Damasco per tende
1425,ro;dotto;ale,P ro dotto LOC ale,Prodotto;locale,Prodotto locale
1426,coppia;sai;olenti,S coppia S sai VI olenti,Scoppia;ssavi;olentivi,Scoppia ssavi olentivi
1427,gilet;iodio;zio,A gilet OR iodio zio NE,Agile;torio;di;Ozione,Agile torio di Ozione
1428,Ra;dea;ripa,G Ra N dea ripa NO,Grande;Ari;P;Anano,Grande Ari P'Anano
1429,api;dive;Mani,C api dive S TI Mani,Capi;di;vestimani,Capi di vestimani
1430,gin;in;cantina;ile,LO gin in cantina B ile,Log;in;incantinabile,Log-in incantinabile
1431,su;la;si;Volga,"su DIC, la si Volga RI",Sudici;lasi;volgari,Sudici lasi volgari
1432,stoino;Po;stoino;pera;tiara,MO stoino M Po NI stoino M pera tiara TE,Mosto;inomponisti;omonperati;a;rate,Mosto inomponisti omonperati a rate
1433,spiedo;Ti;lobo;via,spiedo Ti lobo LI via NO,Sp;iedito;livoriano,Sp iedito livoriano
1434,arto;in;dotto,P arto in dotto,Parto;indotto,Parto indotto
1435,Lazio;nei;onda,IL Lazio nei N F onda,Illazione;infondata,Illazione infondata
1436,nave;trina;onda,U nave trina S F onda,Una;vetrina;sfondata,Una vetrina sfondata
1437,esili;epa;trio,esili A R epa trio TI,Esiliare;patrioti,Esiliare patrioti
1438,stole;acca;posa,C O stole T acca P posa,Costoletta;capposa,Costoletta capposa
1439,Po;coli,Po S T A coli,Post;acolici,Post acolici
1440,ariete;neri;Miami,C ariete neri S SI Miami CI,Cari;e;tenerissima;nami,Cari e tenerissima nami
1441,rotti;rapa;oca;Enza,rotti A rapa SS oca D Enza TO,Rottiar;a;passo;cadenzato,Rottiar a passo cadenzato
1442,unti;come;Arena,unti P I come R Arena,Un;tipico;merarenese,Un tipico merarenese
1443,barba;cento,barba RI cento E RA,Barbarica;centoera,Barbarica centoera
1444,odi;lodo,RAM odi CA lodo,Ramo;di;calodolo,Ramo di calodolo
1445,fa;stie;sonda,AF fa RI stie sonda I,Affaristi;esondai,Affaristi esondai
1446,treno;vogue;mantica;esche,treno V vogue mantica C C esche,Tre;novvogu;emblematiche,Tre novvogu emblematiche
1447,mais;osa,NE mais I osa,Nemai;siosa,Nemai siosa
1448,dama;aringa,LIN dama N aringa,Linda;manaringa,Linda manaringa
1449,anca;Ezio,C anca NF Ezio,Cancan;fezio,Cancan fezio
1450,mas;pia;ceri;dio,mas N O pia ceri M E dio,Mas;n;o;piacer;i;m;edio,Mas n'o' piacer i' m edio
1451,are;est;viso,D are L est REM viso,Dare;l;estremo;viso,Dare l'estremo viso
1452,rei;ari,rei N ari O,Re;in;Ariosto,Re in Ariosto
1453,pini;nei;ondata,O pini O nei NF ondata,Opinione;infondata,Opinione infondata
1454,taglia;in;vinto,GE N taglia in C I vinto,Gentaglia;incivinto,Gentaglia incivinto
1455,avola;ile;nodi;tinella,T avola D ile G nodi CA tinella,Tavola;di;legno;di;catinella,Tavola di legno di catinella
1456,pirati;lato,pirati M U lato,Pira;timulato,Pira timulato
1457,marcia;ordigno,marcia I N ordigno,Marcia;inordigno,Marcia inordigno
1458,papi;ratieri,papi L ratieri N DY,Pilarati;erindy,Pilarati erindy
1459,anta;gioco,C anta N gioco CK,Cantangi;ock,Cantangi ock
1460,lumi;con;ove,lumi L E con V ove O,L;umile;convoveo,L'umile convoveo
1461,ossi;barca;rom;si,P ossi barca M P rom ES si,Possibar;campomessi,Possibar campomessi
1462,toc;on;Ario,VO toc on on T R Ario,Voto;contrario,Voto contrario
1463,re;si;neo;tocca;cari;Eva,P re S si O neo R tocca TI cari L Eva TA,Pressione;ortocentrica;rilevata,Pressione ortocentrica rilevata
1464,sarda;pesa,PAS sarda pesa RO,Passar;da;Pesaro,Passar da Pesaro
1465,sci;star;teso,sci O P star T teso,Sciopsta;rutteso,Sciopsta rutteso
1466,chiama;Ezio,LUS chiama F Ezio,Lusci;amafezio,Lusci amafezio
1467,araba;dadi;fano;domino,S araba N dadi fano N domino RE,Sarabanda;di;fan;on;do;minore,Sarabanda di fan on do minore
1468,villoso;giostra,PRI villoso giostra NO,Privilloso;giostra,Privilloso giostra
1469,tris;coppia,VE tris coppia TI,Vetri;scoppiati,Vetri scoppiati
1470,riva;rese;rei;Ario,AR riva rese MP rei N O R Ario,Arrivare;sempre;in;orario,Arrivare sempre in orario
1471,lari;bocca;esca,lari M A bocca CC esca,La;rima;boccaccesca,La rima boccaccesca
1472,Pi;mais;ami;lane,Pi mais N N ami lane S E,Pima;isola;milanese,Pima isola milanese
1473,rossi;rotti,APP rossi rotti FR E,Approssirotti;freddi,Approssirotti freddi
1474,manovella,RA manovella,Rama;novella,Rama novella
1475,vari;oli;lato,D I vari oli VEL lato,Divario;livellato,Divario livellato
1476,teso;al,MEN teso al E,Mente;soale,Mente soale
1477,medaglina;chiare,SCU medaglina N chiare,Scumedag;lin;anchia,Scumedag lin anchia
1478,asini;rada;ossa,U N asini ST rada ossa GI A,Una;sinistra;daò;ssagia,Una sinistra daò ssagia
1479,via;giardino;lobi,via G giardino TTE lobi VE,Viaggiar;di;notte;live;è,Viaggiar di notte live è
1480,alce;rana,C alce rana TA,Calce;ranata,Calce ranata
1481,are;leone;tana,TU are leone N tana TI,Tuareg;leonentanati,Tuareg leonentanati
1482,dotta;menta,CON dotta F menta,Condotta;fmenta,Condotta fmenta
1483,uovo;la,N uovo CA la,Nuovo;calala,Nuovo calala
1484,belli;sintesi;aratri,belli CO sintesi RB aratri BU,Bellicosi;nisirba;tribù,Bellicosi nisirba tribù
1485,con;satiri;Era,con FU satiri T Era,Confusa;tiritera,Confusa tiritera
1486,da;serio;ali,da serio N ali,Dase;rionali,Dase rionali
1487,Cassio;Eris;otto,Cassio NT Eris otto,Cassionte;risotto,Cassionte risotto
1488,bar;fallita;liana,bar F fallita liana,Barff;all;italiana,Barff all'italiana
1489,lessi;ami;are,lessi C O F ami G LI are,Lessico;famigliare,Lessico famigliare
1490,radi;filari,OPE radi filari TTE,Opera;di;Filarète,Opera di Filarète
1491,dive;mici;sedia;Ti,C A dive mici A S sedia Ti,Cadivemi;ciasse;diatati,Cadivemi ciasse diatati
1492,anta;nidi;laghetto,P anta L O nidi FU laghetto,Pantaloni;di;fulaghetto,Pantaloni di fulaghetto
1493,elsa;foro,B elsa M foro,Bel;samforo,Bel samforo
1494,Bachi;asso,BIM Bachi asso SA,Bimba;chiassosa,Bimba chiassosa
1495,nato;trote,U nato trote S A,Una;totrot;esa,Una totrot esa
1496,ino;tori,OP ino V A tori,Opinova;tori,Opinova tori
1497,cosa;mini;ria,S cosa mini STE ria LE,Scosca;ministeriale,Scosca ministeriale
1498,colo;biche;cereale,colo M biche M I cereale,Colombi;che;mi cereale,Colombi che mi cereale
1499,dotto;stato,PRO dotto TE stato,Prodotto;testato,Prodotto testato
1500,diritto;vellone,diritto C I vellone,Diritto;civile,Diritto civile
1501,tra;vaglia;la,tra vaglia la RIA,Travagliala;ria,Travagliala ria
1502,oli;nodi;rotti,RU oli nodi rotti A,Ruolino;di;rotta,Ruolino di rotta
1503,carta;mento;dotto,S carta mento R I dotto,Scartamento;ridotto,Scartamento ridotto
1504,arma;pirati;Ra,AF arma LE pirati AV Ra,A;far;male;pira;ti;avrà,A far male pira ti avrà
1505,pollaio;fuso,pollaio fuso,Pollai;ofuso,Pollai ofuso
1506,eco;Saba;Costantino,IND eco RO Saba L Costantino,Indecorosa;balcosta,Indecorosa balcosta
1507,lago;teda;mista,lago F teda R A mista,La;goftè;daramista,La goftè daramista
1508,Napoli;porti;nomi;fon;da,U Napoli S porti nomi fon da TA,Una;polisportiva;mionondata,Una polisportiva mionondata
1509,ava;pie;aia,C ava D I pie T aia,Cava;di;pietra;ia,Cava di pietra ia
1510,Pollini;ile;corni,Pollini N T ile C corni E,Pollinini;tileccorni,Pollinini tileccorni
1511,ava;bidello;dame;cani,ava M bidello R dame R I cani,Avambide;lordamericani,Avambide lordamericani
1512,rosari;amaretto,rosari N F amaretto,Rosa;rinfamarett,Rosa rinfamarett
