,idx,first_pass,solution_words,solution
1452,1452,rei N esili O,Re;in;esilio,Re in esilio
1453,1453,O pini O nei NF ondata,Opinione;infondata,Opinione infondata
1454,1454,GE N taglia in C I vile,Gentaglia;incivile,Gentaglia incivile
1455,1455,T avola D ile G nodi CA stagno,Tavola;di;legno;di;castagno,Tavola di legno di castagno
1456,1456,malesi M U lato,Male;simulato,Male simulato
1457,1457,marcia I N granata,Marcia;ingranata,Marcia ingranata
1458,1458,papi L lontre N DY,Papillon;trendy,Papillon trendy
1459,1459,C anta N tiro CK,Cantanti;rock,Cantanti rock
1460,1460,lumi L E con V ivi O,L;umile;convivio,L'umile convivio
1461,1461,P ossi bilico M P rom ES si,Possibili;compromessi,Possibili compromessi
1462,1462,VO toc on T R Ario,Voto;contrario,Voto contrario
1463,1463,P re S si O neo R tosta TI cari L Eva TA,Pressione;ortostatica;rilevata,Pressione ortostatica rilevata
1464,1464,PAS sarda pesa RO,Passar;da;Pesaro,Passar da Pesaro
1465,1465,sci O P eroina T teso,Sciopero;inatteso,Sciopero inatteso
1466,1466,LUS sos F Renato,Lusso;sfrenato,Lusso sfrenato
1467,1467,S araba N dadi bachi N domino RE,Sarabanda;di;Bach;in;di;minore,Sarabanda di Bach in di di minore
1468,1468,PRI vile giostra NO,Privilegio;strano,Privilegio strano
1469,1469,VE tris coppia TI,Vetri;scoppiati,Vetri scoppiati
1470,1470,AR riva rese MP rei N O R Ario,Arrivare;sempre;in;orario,Arrivare sempre in orario
1471,1471,lari M A bocca CC esca,La;rima;bocaccescà,La rima bocaccescà
1472,1472,Pi grano N N ami lane S E,Pigra;nonna;milanese,Pigra nonna milanese
1473,1473,APP Rossi marci FR E,Approssimar;cifre,Approssimar cifre
1474,1474,RA manovella,Ramo;novella,Ramo novella
1475,1475,D I vari oli VEL lato,Divario;livellato,Divario livellato
1476,1476,MEN salice Al E,Mensa;liceale,Mensa liceale
1477,1477,SCU santino N chiare,Scusanti;non;chiare,Scusanti non chiare
1478,1478,U N asini ST rada magri GI A,Una;sinistra;dama;grigia,Una sinistra dama grigia
1479,1479,via G giardino TTE collane VE,Viaggiar;di;notte;colla;neve,Viaggiar di notte colla neve
1480,1480,C alce idra TA,Calce;idrata,Calce idrata
1481,1481,TU are gallo N tana TI,Tuareg;alontanati,Tuareg alontanati
1482,1482,CON dotta F orzata,Condotta;forzata,Condotta forzata
1483,1483,N uovo CA tasto,Nuovo;catasto,Nuovo catasto
1484,1484,Belli CO Saba RB aratri BU,Bellicosa;barbara;tribù,Bellicosa barbara tribù
1485,1485,con FU satiri T Era,Confusa;tiritera,Confusa tiritera
1486,1486,Ca serio N ali,Case;rionali,Case rionali
1487,1487,nutrie NT Eris Otto,Nutriente;risotto,Nutriente risotto
1488,1488,blu F fallita liana,Bluff;all;italiana,Bluff all'italiana
1489,1489,lessi C O F ami G LI are,Lessico;famigliare,Lessico famigliare
1490,1490,OPE radi magri TTE,Opera;di;Magritte,Opera di Magritte
1491,1491,C A stelline mici A S sedia Ti,Castelli;nemici;assediati,Castelli nemici assediati
1492,1492,P anta L O nidi FU stagno,Pantaloni;di;fustagno,Pantaloni di fustagno
1493,1493,B elsa M buco,Bel;sambuco,Bel sambuco
1494,1494,BIM bachi asso SA,Bimba;chiassosa,Bimba chiassosa
1495,1495,U nato maiali S A,Una;tomaia;lisa,Una tomaia lisa
1496,1496,OP postino V A tori,Opposti;novatori,Opposti novatori
1497,1497,S corta mini STE ria LE,Scorta;ministeriale,Scorta ministeriale
1498,1498,colo M biche M I grano,Colombi;che;migrano,Colombi che migrano
1499,1499,PRO Dotto TE Stato,Prodotto;testato,Prodotto testato
1500,1500,diritto C I vile,Diritto;civile,Diritto civile
1501,1501,tra vaglia tasto RIA,Travagliata;storia,Travagliata storia
1502,1502,RU oli nodi marci A,Ruolino;di;Marcia,Ruolino di Marcia
1503,1503,S carta mento R I Dotto,Scartamento;ridotto,Scartamento ridotto
1504,1504,AF arma LE malesi AV Ra,A;far;male;mali;si;avrà,A far male mali si avrà
1505,1505,stagno fuso,Stagno;fuso,Stagno fuso
1506,1506,IND Eco RO Saba L Doria,Indecorosa;baldoria,Indecorosa baldoria
1507,1507,lago F face R A mista,La;goffa;ceramista,La goffa ceramista
1508,1508,U Napoli S porti vari fon da TA,Una;polisportiva;rifornata,Una polisportiva rifornata
1509,1509,C ava D I pie T radura,Cava;di;pietra;dura,Cava di pietra dura
1510,1510,nutrie N T ile C corni E,Nutrienti;leccornie,Nutrienti leccornie
1511,1511,ava M postino R dame R I cani,Avamposti;nordamericani,Avamposti nordamericani
1512,1512,rosari N F orzata,Rosa;rinforzata,Rosa rinforzata
1513,1513,idra UL icone G L I gente,Idraulico;negligente,Idraulico negligente
1514,1514,L oca lima N sarda TI,Locali;mansardati,Locali mansardati
1515,1515,stagno Di B assale GA,Stagno;di;bassa;lega,Stagno di bassa lega
1516,1516,rima nere sos pesi,Rimanere;sospesi,Rimanere sospesi
1517,1517,uncino filo rea tino,Un;cinofilo;reatino,Un cinofilo reatino
1518,1518,GIO: con D ivi va cicogna TI,Giocondi;vivici;cognati,Giocondi vivici cognati
1519,1519,papi LL O nari GH E,Papillon;a;Righé,Papillon a Righé
1520,1520,un A C attiva B urla,Una;cattiva;burla,Una cattiva burla
1521,1521,BOS coda BE tiro S si,Bosco;d;abeti;rossi,Bosco d'abeti rossi
1522,1522,N onda R maiali mento AL Lodi O,Non;dar;mai;alimento;all;odio,Non dar mai alimento all'odio
1523,1523,blu Isotta spiaggia,Bluis;otta,Bluis otta
1524,1524,RIF lessi O nei N Tell I gente,Riflessione;intelligente,Riflessione intelligente
1525,1525,U nani magri G I avi vetri ST E mente,Un;anima;grigia;vive;tristemente,Un'anima grigia vive tristemente
1526,1526,CON forte V olio stelline L lira N,Confortevoli;ostelli;nell;Iran,Confortevoli ostelli nell'Iran
1527,1527,F archi asso S F Renato,Far;chiasso;sfrenato,Far chiasso sfrenato
1528,1528,S cena Pitt O R esca,Scena;pittorica,Scena pittorica
1529,1529,P osa SER vile,Posa;servile,Posa servile
1530,1530,C lessi D redi GIT ali,Clessidre;digitali,Clessidre digitali
1531,1531,A M arabi S boccia,Amara;bisboccia,Amara bisboccia
1532,1532,con S un tasto F fa,Consunta;stoffa,Consunta stoffa
1533,1533,B arco neri M orchi A TO,Barcone;rimorchiatò,Barcone rimorchiatò
1534,1534,CA sos Trani S si MO,Caso;stranissimo,Caso stranissimo
1535,1535,re NE magri T TE,Rene;Magritte,Rene Magritte
1536,1536,uncino FIL oche A D destra S pino N I perla C accia,Un;cinofilo;che;addestra;spinoni;per;la;caccia,Un cinofilo che addestra spinoni per la caccia
1537,1537,P oste G giostra C olmo,Posteggio;stracolmo,Posteggio stracolmo
1538,1538,gallo nero VE scia TO,Gallone;rovesciato,Gallone rovesciato
1539,1539,sta M pesca dentice S T I nate,Stampe;scadenti;cestate,Stampe scadenti cestate
1540,1540,L ode VO lepre mura F I L I ale,Lodevole;premura;filiale,Lodevole premura filiale
1541,1541,Pitt U rana IF,Pittura;naif,Pittura naif
1542,1542,F amo Saba R Carol A,Famosa;barcarola,Famosa barcarola
1543,1543,S coppia R api AN Gere perle MO zio NE,Scoppiar;i;gangheri;per;l;emozione,Scoppiar i gangheri per l'emozione
1544,1544,Risi B I lea T tacco,Risibile;attacco,Risibile attacco
1545,1545,CA sedici NQU Eva NI piuma N sarda,Case;di;cinque;vani;più;mansarda,Case di cinque vani più mansarda
1546,1546,tra PP OL aperto PI,Trappola;per;topi,Trappola per topi
1547,1547,T rea NN uncino R M ali,Tre;annunci;normali,Tre annunci normali
1548,1548,MI serio B oli,Miseri;oboli,Miseri oboli
1549,1549,RO vino Saba N CA rotta,Rovinosa;bancarotta,Rovinosa bancarotta
1550,1550,spia Z Z operaie esili,Spiazzo;per;aie;e;sili,Spiazzo per aie e sili
1551,1551,tappa F orzata,Tappa;forzata,Tappa forzata
1552,1552,postino N gradi T I,Posti;non;graditi,Posti non graditi
1553,1553,T orchi A rete S timoni,Torchiare;testimoni,Torchiare testimoni
1554,1554,RI Marche V O lidi vari,Rimarchevoli;divari,Rimarchevoli divari
1555,1555,C L ari N etti S tasto Nat O,Clarinettista;stonato,Clarinettista stonato
1556,1556,visi T AR postino TI,Visitar;posti;noti,Visitar posti noti
1557,1557,RA sterzo geni T O,RAS;terzo genito,RAS terzo genito
1558,1558,CO serio RDI nate,Cose;riordinate,Cose riordinate
1559,1559,PIG Roma N ovale,Pigro;manovale,Pigro manovale
1560,1560,nutrie N T epa STO,Nutriente;pasto,Nutriente pasto
1561,1561,C ambi arpa N T aloni,Cambiar;pantaloni,Cambiar pantaloni
1562,1562,U sarda re N O mi G N oli,Usar;dare;nomignoli,Usar dare nomignoli
1563,1563,file M ultime di ALE,File;multimediale,File multimediale
1564,1564,G Ra ZI O some R catino,Grazioso;mercatino,Grazioso mercatino
1565,1565,colle T tamerice V U tosta S E Ra,Collettame;ricevuto;staserà,Collettame ricevuto staserà
1566,1566,C lessi DR avo lumino SA,Clessidra;voluminosa,Clessidra voluminosa
1567,1567,TA buco LO S sali,Tabù;colorossali,Tabù colorossali
1568,1568,B acino M ontano C olmo,Bacino;montano;colmo,Bacino montano colmo
1569,1569,maniero S ostile,Manieroso;stile,Manieroso stile
1570,1570,J oggi N gallo radice NA,Joggina;all;ora;di;cena,Joggina all'ora di cena
1571,1571,L api NU pinna mora TA,La;pin;up;innamorata,La pin-up innamorata
1572,1572,BOM Bach ES coppia,Bomba;che;scoppiò,Bomba che scoppiò
1573,1573,fa sesto ricamo VI menta TA,Fase;storica;movimentata,Fase storica movimentata
1574,1574,su O C eroina B ile,Suocero;inabile,Suocero inabile
1575,1575,lese M P I ovali D ovale,L;esempio;valido;vale,L'esempio valido vale
1576,1576,lacca DE Miami LI T A redi LIV orno,L;accademia;militare;di;Livorno,L'accademia militare di Livorno
1577,1577,nume Robin Ario,Numero;binario,Numero binario
1578,1578,S boccia rea LL avi T A,Sbocciare;alla;vita,Sbocciare alla vita
1579,1579,asse GN oca MB I Ario,Assegno;cambiario,Assegno cambiario
1580,1580,VA rigo N F aloni,Vari;gonfaloni,Vari gonfaloni
1581,1581,T gallo radice NA,Tg;all;ora;di;Cenà,Tg all'ora di Cenà
1582,1582,geni T R I Ciad DOL orate,Genitrici;adorate,Genitrici adorate
1583,1583,ave remo di Da Verona babbo,Avere;modi;da;Veron;abbabbo,Avere modi da Veron abbabbo
1584,1584,con fez I O N arpa N T aloni,Confezionar;pantaloni,Confezionar pantaloni
1585,1585,STU dio salice ALE,Studio;saliceale,Studio saliceale
1586,1586,S amo vari N T arsi AT O,Samovar;intarsiato,Samovar intarsiato
1587,1587,fon D I dentista T ali,Fondi;d;enti;statali,Fondi d'enti statali
1588,1588,vari ceri S A nata,Varice;risanata,Varice risanata
1589,1589,unti PO C olmo Torino N uovo DI M arca,Un;tipo;col;motoring;nuovo;di;marca,Un tipo col motoring nuovo di marca
1590,1590,AC corta P oli tic A in D U stria LE,Accorta;politica;industriale,Accorta politica industriale
1591,1591,P re SI dentista T ali,Presidenti;statali,Presidenti statali
1592,1592,in dispensa Bi limoni Ti,Indispensabili;moniti,Indispensabili moniti
1593,1593,A vere VI dentice D I menti,Aver;evidenti;cedimenti,Aver evidenti cedimenti
1594,1594,T Ra TT Artemide M ode,Trattar;temi;demode,Trattar temi demode
1595,1595,IN accetta bilico N T E stazioni,Inaccettabili;contestazioni,Inaccettabili contestazioni
1596,1596,SI face E massi N issa,Siface;e;Massinissa,Siface e Massinissa
1597,1597,CA Saba ROC Capri NCI pesca,Casa;barocca;principesca,Casa barocca principesca
1598,1598,PO Verona UFR agosto R pio,Povero;naufrago;storpio,Povero naufrago storpio
1599,1599,R est Y lingotti MA mente con Dotto,Restyling;ottimamente;condotto,Restyling ottimamente condotto
1600,1600,SFI zio sos P unti NO,Sfizioso;spuntino,Sfizioso spuntino
1601,1601,F Artemide S ami,Far;temi;d;esami,Far temi d'esami
1602,1602,U nassa ILI Saba B buccia,Un;assai;lisa;babuccia,Un'assai lisa babuccia
1603,1603,C O mici face TI,Comici;faceti,Comici faceti
1604,1604,va LO rose T R I buco M anche,Valorose;tribù;comanche,Valorose tribù comanche
1605,1605,F Artemide G nidi L ode,Far;temi;degni;di;lode,Far temi degni di lode
1606,1606,TES tasto R dita,Testa;stordita,Testa stordita
1607,1607,mine S tra nutrie NT E,Minestra;nutriente,Minestra nutriente
1608,1608,S O avidi da more,Soavi;di;D;amore,Soavi di D'amore
1609,1609,MA notes aperto C C are,Mano;tesa;per;toccare,Mano tesa per toccare
1610,1610,ari T Miami O cardi CA,Aritami;ariocardia,Aritami ariocardia
1611,1611,TR esca dentice N tra T tacchi,Tre;scadenti;centrattacchi,Tre scadenti centrattacchi
1612,1612,blu FF area per T A mente,Bluffare;apertamente,Bluffare apertamente
1613,1613,uncino F IL oca tane SE,Un;cinofilo;catanese,Un cinofilo catanese
1614,1614,C A stelline L lava LLE,Castelli;nella;valle,Castelli nella valle
1615,1615,para tiro I di AS porta T E,Paratiroidi;asportate,Paratiroidi asportate
1616,1616,do P IN gallo STA dio,Dopina;gial;ostadio,Dopina gial ostadio
1617,1617,MI serio M etti,Miseri;ometti,Miseri ometti
1618,1618,orchi Dean era,Orchidea;nera,Orchidea nera
1619,1619,BA nane IN caschi,Banane;in;caschi,Banane in caschi
1620,1620,V agave natura A MB rata,Vaga;ventura;ambrata,Vaga ventura ambrata
1621,1621,LE gnomo L tosta GI O nato,Legno;molto;stagionato,Legno molto stagionato
1622,1622,Ario S acanti NA,Ariosa;cantina,Ariosa cantina
1623,1623,C olle giochi U SO,Collegio;chiuso,Collegio chiuso
1624,1624,in TRI catino di riso LTI,Intricati;nodi;risolti,Intricati nodi risolti
1625,1625,tra T T Artemide N orme intere SSE,Trattar;temi;d;enorme;interesse,Trattar temi d'enorme interesse
1626,1626,malesi S tane L T orto,Male;si;sta;nel;torto,Male si sta nel torto
1627,1627,R E starne L lama N sarda,Restar;nella;mansarda,Restar nella mansarda
1628,1628,U naso M manovella,Una;somma;novella,Una somma novella
1629,1629,M arca TU radura,Marcatura;dura,Marcatura dura
1630,1630,S A pere blu F F are,Sapere;bluffare,Sapere bluffare
1631,1631,C anca NSF Renato,Cancan;sfrenato,Cancan sfrenato
1632,1632,porta R in F orzata,Porta;rinforzata,Porta rinforzata
1633,1633,sarde S Q U amate,Sarde;squamate,Sarde squamate
1634,1634,UN mattone face NTO,Un;matto;ne;fa;cento,Un matto ne fa cento
1635,1635,Cam P OD Renato,Campo;drenato,Campo drenato
1636,1636,papi LL ondata IT,Papillon;da;Taït,Papillon da Taït
1637,1637,papi L L ondine rase T A,Papillon;di;Nera;seta,Papillon di Nera seta
1638,1638,LA sciarada L triglia FF anni,Lasciar;ad;altri;gli;affanni,Lasciar ad altri gli affanni
1639,1639,AR dentice R velli,Ardenti;cervelli,Ardenti cervelli
1640,1640,uncino FIL oboe MO,Un;cinofilo;boemo,Un cinofilo boemo
1641,1641,Pan T aloni L A ceri,Pantaloni;laceri,Pantaloni laceri
1642,1642,S coppia L la R manti,Scoppia;allarmanti,Scoppia allarmanti
1643,1643,P re SI dentista T unite N si,Presidenti;statunitensi,Presidenti statunitensi
1644,1644,B re vile Z IO nidi Talia NO,Brevi;lezioni;d;italiano,Brevi lezioni d'italiano
1645,1645,ami C O ambi G U ovale T re N E mici,Amico;ambiguo;vale;tre;nemici,Amico ambiguo vale tre nemici
1646,1646,unte R MI negre coperte CNO Crati,Un;termine;greco;per;tecnocrati,Un termine greco per tecnocrati
1647,1647,S ile N zio Saba IA,Silenziosa;baia,Silenziosa baia
1648,1648,F ara blu zio NI,Far;abluzioni,Far abluzioni
1649,1649,N A tale collane V E,Natale;colla;neve,Natale colla neve
1650,1650,P rosa bocca C C esca,Prosa;boccaccesca,Prosa boccaccesca
1651,1651,TRA bocca N testa di O,Traboccante;stadio,Traboccante stadio
1652,1652,in dispensa BI lima N OV Renato,Indispensabili;manovre;NATO,Indispensabili manovre NATO
1653,1653,AR manovella,Arma;novella,Arma novella
1654,1654,A D ultime S chini,Adulti;meschini,Adulti meschini
1655,1655,MA grano N netta,Magra;nonnetta,Magra nonnetta
1656,1656,AVE rotti Miami CI,Aver;ottimi;amiaci,Aver ottimi amiaci
1657,1657,CO raggio S osa mura I,Coraggioso;samurai,Coraggioso samurai
1658,1658,do N Ares IN ceri S O R Risi,Donare;sinceris;orrisi,Donare sinceris orrisi
1659,1659,in TI Miami CI,Intima;miani,Intima miani
1660,1660,Chieti M ID ovale GG erme N tea iuta TO,Chi;è;timido;va;leggermente;aiutato,Chi è timido va leggermente aiutato
1661,1661,B L occhi di pie T radura,Blocchi;di;pietra;dura,Blocchi di pietra dura
1662,1662,GIO va nidi P E N dentista T ali,Giovani;dipendenti;statali,Giovani dipendenti statali
1663,1663,P re mura D I F are,Premura;di;fare,Premura di fare
1664,1664,C attiva condotta,Cattiva;condotta,Cattiva condotta
1665,1665,CA sos T Rambo,Caso;strambo,Caso strambo
1666,1666,Ario solido,Arioso;lido,Arioso lido
1667,1667,T ossi CO maniero I NO mani,Tossicomani;eroionomi,Tossicomani eroionomi
1668,1668,blu F fa RA: bacca RA,Bluffar;a;baccara,Bluffar a baccara
1669,1669,B ellissi M api ET radura,Bellissima;pietra;dura,Bellissima pietra dura
1670,1670,O stelline L la U stria,Ostelli;nell;Austria,Ostelli nell'Austria
1671,1671,par che G giochi asso SO,Parcheggio;chiassoso,Parcheggio chiassoso
1672,1672,AR re D arma N sarde,Arredar;mansarde,Arredar mansarde
1673,1673,M assi medie Pitt ETO,Massime;di;Epitteto,Massime di Epitteto
1674,1674,U sarde LM astice perle GNO,Usar;del;mastice;per;legno,Usar del mastice per legno
1675,1675,gallo NI DI capo R ale,GalloNI;di;Caporale,GalloNI di Caporale
1676,1676,V in ON: eroina NF ora,Vino;nero;in;anfora,Vino nero in anfora
1677,1677,TUT ori per miss ivi,Tutori;permissivi,Tutori permissivi
1678,1678,PRO Dotto M Edi C Ale,Prodotto;medicales,Prodotto medicales
1679,1679,SA Lario con gru O,Salario;congruo,Salario congruo
1680,1680,SP asso satiri T E Ra,Spassosa;tiritera,Spassosa tiritera
1681,1681,S tori A bocca CC esca,Storia;bocaccesca,Storia bocaccesca
1682,1682,in D ossa R epa N T aloni coni LR IS volto,Indossare;pantaloni;con;il;risvolto,Indossare pantaloni con il risvolto
1683,1683,RA idra ZZI sta,Raid;razzista,Raid razzista
1684,1684,ava M postino N P RO tetti,Avamposti;non;protetti,Avamposti non protetti
1685,1685,IM Magi NIM ultime DI ali,Immagini;multimediali,Immagini multimediali
1686,1686,C uri O satiri T Era,Curiosa;tiritera,Curiosa tiritera
1687,1687,di vate L E geni C A,Diva;telegenica,Diva telegenica
1688,1688,papi L L onda S Era,Papillon;da;sera,Papillon da sera
1689,1689,intere S santi S S I manovella,Interessantis;smania,Interessantis smania
1690,1690,STU dente S salice A Leda L lame N tea P erta,Studentessa;liceale;dalla;mente;aperta,Studentessa liceale dalla mente aperta
1691,1691,B U caschi va TA,Buca;schivata,Buca schivata
1692,1692,P re Di catino mina LI,Predicati;nominali,Predicati nominali
1693,1693,postino N P Reno T abili,Posti;non;prenotabili,Posti non prenotabili
1694,1694,alte R coperte L E fon O,Alterco;per;telefono,Alterco per telefono
1695,1695,IM para RE intere S santino zio NI,Imparare;interessanti;nozioni,Imparare interessanti nozioni
1696,1696,S coppia rea RI DE re,Scoppiare;a;ridere,Scoppiare a ridere
1697,1697,M agave G gente,Maga;veggente,Maga veggente
1698,1698,BA tosta D U rada accetta RE,Batosta;dura;da;accettare,Batosta dura da accettare
1699,1699,AF fa TI catino NN etti,Affaticati;nonnetti,Affaticati nonnetti
1700,1700,GA radura est A NC ante,Gara;dura;e;stancante,Gara dura e stancante
1701,1701,in dispensa bilia mici,Indispensabili;amici,Indispensabili amici
1702,1702,DO verso S tenere S amico MP lessi,Dover;sostenere;sami;complicessi,Dover sostenere sami complicessi
1703,1703,V agave nere G re CA,Vaga;venere;greca,Vaga venere greca
1704,1704,ING rana G giochi asso SO,Ingranaggio;iassoso,Ingranaggio iassoso
1705,1705,nume R OS idra P pelli,Numerosi;drapelli,Numerosi drapelli
1706,1706,MO bilico M pera tiara TE,Mobili;comprati;a;rate,Mobili comprati a rate
1707,1707,mister IO sale TT Era,Misteriosa;lettera,Misteriosa lettera
1708,1708,esili argenteria,Esiliar;gente;ria,Esiliar gente ria
1709,1709,serio Per A tori,Seri;operatori,Seri operatori
1710,1710,P arti CO Lario G G etti,Particolario;gettetti,Particolario gettetti
1711,1711,PA stole GG eroe nutrie N TE,Pasto;leggero;e;nutriente,Pasto leggero e nutriente
1712,1712,COP pesca dentice sella TE MA luccio,Coppe;scadenti;cesellate;maluccio,Coppe scadenti cesellate maluccio
1713,1713,AL bachi A radi va S coro SSI,Albachia;Ra;diva;scorsi,"""Albachia"" ""Ra diva scorsi"""
1714,1714,S C alari NF orzata,Scala;rinforzata,Scala rinforzata
1715,1715,L apri manovella Di Pi randello,La;prima;novella;di;Pirandello,La prima novella di Pirandello
1716,1716,S coppia T O mici,Scoppi;atomici,Scoppi atomici
1717,1717,lesa T tosta I ode LL eco SE,L;esatto;staio;delle;cose,L'esatto staio delle cose
1718,1718,fonti N aperto A staffetta TA,Fontina;per;toast;affettata,Fontina per toast affettata
1719,1719,V I van da nutrie N TE,Vivanda;nutriente,Vivanda nutriente
1720,1720,RI papi ET rosa,Ripa;pietrosa,Ripa pietrosa
1721,1721,super bachi E S amo R esca,Superba;chiesa;moresca,Superba chiesa moresca
1722,1722,ave R T anta P RE mura,Aver;tanta;premura,Aver tanta premura
1723,1723,porta F orzata,Porta;forzata,Porta forzata
1724,1724,collane L L osti C K,Colla;nella;stick,Colla nella stick
1725,1725,Pitt U rafia M Ming A,Pittura;fiamminga,Pittura fiamminga
1726,1726,GR avidi SSE stie con O mici,Gravi;dissesti;economici,Gravi dissesti economici
1727,1727,V I verdi G rossi blu FF,Viver;di;grossi;bluff,Viver di grossi bluff
1728,1728,GI oca re A Risi KO,Giocare;a;risiko,Giocare a risiko
1729,1729,idra UL icona NO,Idraulico;nano,Idraulico nano
1730,1730,stecca toro busto,Steccato;robusto,Steccato robusto
1731,1731,O pera TO ree colo G I covo L Ontario,Operatore;ecologico;volontario,Operatore ecologico volontario
1732,1732,F Asti D Io sos PAM,Fastidioso;spam,Fastidioso spam
1733,1733,M Ontario N OS onde,Montant;ionosonda,Montant ionosonda
1734,1734,L oca Lem AN sarda TO,Locale;mansardato,Locale mansardato
1735,1735,L astro nidi P I ET radura,Lastroni;di;pietra;dura,Lastroni di pietra dura
1736,1736,IL Saba T ode L Villaggio,Il;sabato;del;villaggio,Il sabato del villaggio
1737,1737,M arco RE boccia C corsia R gente RO esca marci O,Marco Re;Bocci;Accorsi;argentero;e;scaramacio,"Marco Re, Bocci, Accorsi, argentero e scaramacio"
1738,1738,GIG ante S cometa NO Dotto,Gigantesco;metadotto,Gigantesco metadotto
1739,1739,IR re dentista FA nati C O,Irredentista;fanatico,Irredentista fanatico
1740,1740,per TU giochi U SO,Pertugio;chiuso,Pertugio chiuso
1741,1741,MER catino N eco N O mici,Mercati;non;economici,Mercati non economici
1742,1742,VOL Ontario R dinari,Volontari;ordinari,Volontari ordinari
1743,1743,AF ferma tiro manzi ERI,Affermati;romanziere,Affermati romanziere
1744,1744,satiri C astro FA,Satirica;strofa,Satirica strofa
1745,1745,VOL Ontario esili O,Volontario;esilio,Volontario esilio
1746,1746,D est A teglia mori S boccia NO,D;estate;gli;amori;sbocciano,D'estate gli amori sbocciano
1747,1747,M agave nera TA,Maga;venerata,Maga venerata
1748,1748,papi L L onde M ode,Papillon;demodé,Papillon demodé
1749,1749,AFF erma zio NE INF ondata,Affermazione;infondata,Affermazione infondata
1750,1750,VI pinna mora TI,Vip;innamorati,Vip innamorati
1751,1751,S chiavi del ladro GA,Schiavi;della;droga,Schiavi della droga
1752,1752,lava R O lesina anche C I oche E I N dispensa B ile,L;avaro;lesina;anche;ciò;che;è;indispensabile,L'avaro lesina anche ciò che è indispensabile
1753,1753,lastra D aperto RN area C A sa,La;strada;per;Tornerà;a;casa,La strada per Tornerà a casa
1754,1754,MA grano V antenne,Magra;novantenne,Magra novantenne
1755,1755,mele N Saba N ali TA,Melensa;banalità,Melensa banalità
1756,1756,nutrie N T eco Lazio NE,Nutriente;colazione,Nutriente colazione
1757,1757,mani F E star epe RP lessi TA,Manifestare;perplessità,Manifestare perplessità
1758,1758,Fo S satiri P idi ES cosce SI,Fossati;ripidi;e;scesisi,Fossati ripidi e scesisi
1759,1759,perso N A C attiva,Persona;cattiva,Persona cattiva
1760,1760,S aperto LLE rare,Saper;tollerare,Saper tollerare
1761,1761,dentice N TR ali,Denti;centrali,Denti centrali
1762,1762,U maniero manti C I,Umani;e;romantici,Umani e romantici
1763,1763,F Ares C I collane venatura LE,Fare;sci;colla;neve;naturale,Fare sci colla neve naturale
1764,1764,S pinna KE remo T ori,Spinnake;r;emotori,Spinnake r emotori
1765,1765,barra Gea Dotto,Barrage;ad;otto,Barrage ad otto
1766,1766,fa volo sesto RI eco N M aghi FA tee DR aghi,Favolose;storie;con;maghi;fate;e;draghi,"Favolose storie con maghi, fate e draghi"
1767,1767,FOL top loto NE,Folto;plotone,Folto plotone
1768,1768,ave R E latte salice NZA,Avere;l;attesa;licenza,Avere l'attesa licenza
1769,1769,RO maniero mani NE,Romani;e;romanine,Romani e romanine
1770,1770,nutrie N tea L I mento,Nutriente;alimento,Nutriente alimento
1771,1771,N O R malesi TU azione,Normale;situazione,Normale situazione
1772,1772,S triglia tese V E re,Strigliate;severe,Strigliate severe
1773,1773,SA grano TT urna,Sagra;notturna,Sagra notturna
1774,1774,la V O rovo L Ontario,Lavoro;volontario,Lavoro volontario
1775,1775,mister oche rima neve lato,Mistero;che;rimane;velato,Mistero che rimane velato
1776,1776,RI mesi CU loto S cane,Rime;siculo;toscane,Rime siculo-toscane
1777,1777,RI dentice N T rimedi Eva LI,Ridenti;centri;medievali,Ridenti centri medievali
1778,1778,eroina P U Ra,Eroina;pura,Eroina pura
1779,1779,cava L lidi F Risi A,Cavalli;di;Frisia,Cavalli di Frisia
1780,1780,BI ondata NT ocarina,Bionda;tanto;carina,Bionda tanto carina
1781,1781,S triglia rea S in I,Strigliare;asini,Strigliare asini
1782,1782,idra N teste S O,Idrante;steso,Idrante steso
1783,1783,C A stelline LT re N tino,Castelli;nel;Trentino,Castelli nel Trentino
1784,1784,M Ario S O L dati,Mario;Soldati,Mario Soldati
1785,1785,Pitt O RE Scola Govi C EN Tino,Pittoresclo;govi;centinino,Pittoresclo govi centinino
1786,1786,PO molo Dotto NE,Pomolo;d;ottone,Pomolo d'ottone
1787,1787,lava M padella M in AS coppia TA,La;vampà;della;mina;scoppiata,La vampà della mina scoppiata
1788,1788,N avidi G R ossa S tazza,Navi;di;grossa;stazza,Navi di grossa stazza
1789,1789,ES ami N Artemide LU denti,Esaminar;temi;deludenti,Esaminar temi deludenti
1790,1790,SP al tiro venti,Spalti;roventi,Spalti roventi
1791,1791,MOR Talia L luci N O geni,Mortali;allucinogeni,Mortali allucinogeni
1792,1792,T orchi A reo Liv E,Torchiare;olive,Torchiare olive
1793,1793,C automa N ovale,Cauto;manovale,Cauto manovale
1794,1794,FU marci FA danno,Fumar;ci;fa;danno,Fumar ci fa danno
1795,1795,BI stecca legge R mente S ala TA,Bistecca;leggermente;salata,Bistecca leggermente salata
1796,1796,B orchi E D orate,Borchie;dorate,Borchie dorate
1797,1797,tra T T Artemide P R I menti,Trattar;temi;deprimenti,Trattar temi deprimenti
